permutation,PD_code,Jones_polynomial,Jones_polynomial_span,Alexander_polynomial,Alexander_polynomial_span,Signature,Determinant,coefficients,min_degree,max_degree
"[0.141556, 0.134232, 0.83652, -1.0457, 0.000586382, -0.976962, -0.219337, 0.483297, -1.06956, -0.690884, 0.183174, -1.87638, -1.27821, -1.05244, -0.0608736, 1.14069, 0.339047, 0.603773, 2.05054, -0.584178, 0.751042]","[[1, 38, 2, 39], [18, 6, 19, 5], [20, 3, 21, 4], [27, 4, 28, 5], [31, 7, 32, 6], [39, 2, 40, 3], [7, 24, 8, 25], [9, 37, 10, 36], [8, 45, 9, 46], [13, 10, 14, 11], [34, 12, 35, 11], [12, 36, 13, 35], [16, 24, 17, 23], [17, 31, 18, 30], [14, 37, 15, 38], [15, 45, 16, 44], [26, 20, 27, 19], [40, 22, 41, 21], [22, 44, 23, 43], [32, 25, 33, 26], [41, 29, 42, 28], [29, 43, 30, 42], [46, 34, 1, 33]]","[[-3, -1], [-2, 3], [-1, -5], [0, 7], [1, -8], [2, 9], [3, -7], [4, 6], [5, -4], [6, 2], [7, -1]]",10,"[[-4, 1], [-3, -4], [-2, 8], [-1, -9], [0, 9], [1, -9], [2, 8], [3, -4], [4, 1]]",8,4,53,"[-1, 3, -5, 7, -8, 9, -7, 6, -4, 2, -1]",-3,7
"[-0.192516, -0.101956, -1.84396, 0.42531, 0.941237, 0.845872, 0.499564, -0.215341, 0.79673, -0.59955, -0.535493, 0.063489, -0.382528, -1.36077, 2.16318, -0.749101, 1.03057, -0.551169, 0.324507, -0.87273, 1.27606]","[[11, 2, 12, 3], [26, 1, 27, 2], [32, 3, 33, 4], [18, 6, 19, 5], [39, 4, 40, 5], [49, 6, 50, 7], [7, 21, 8, 20], [8, 37, 9, 38], [23, 14, 24, 15], [31, 11, 32, 10], [41, 12, 42, 13], [46, 10, 47, 9], [52, 13, 53, 14], [15, 37, 16, 36], [21, 17, 22, 16], [48, 19, 49, 20], [50, 18, 51, 17], [29, 25, 30, 24], [35, 23, 36, 22], [44, 26, 45, 25], [42, 27, 43, 28], [53, 28, 54, 29], [40, 33, 41, 34], [45, 31, 46, 30], [51, 34, 52, 35], [47, 39, 48, 38], [54, 43, 1, 44]]","[[-7, -1], [-6, 3], [-5, -6], [-4, 10], [-3, -14], [-2, 17], [-1, -17], [0, 16], [1, -12], [2, 8], [3, -4], [4, 1]]",11,"[[-3, -2], [-2, 11], [-1, -25], [0, 33], [1, -25], [2, 11], [3, -2]]",6,0,109,"[-1, 3, -6, 10, -14, 17, -17, 16, -12, 8, -4, 1]",-7,4
"[-0.238873, 0.885973, 0.222922, -0.650075, 1.10682, -1.17772, -0.901102, 1.12942, 0.572066, 0.157774, 0.249056, -0.457491, 1.00669, -0.968639, -1.45964, 1.04657, 0.215722, -0.474452, 2.56308, -0.10139, 0.70523]","[[19, 2, 20, 3], [42, 2, 43, 1], [52, 3, 53, 4], [6, 26, 7, 25], [5, 33, 6, 32], [9, 36, 10, 37], [7, 56, 8, 57], [8, 61, 9, 62], [4, 69, 5, 70], [22, 12, 23, 11], [29, 13, 30, 12], [59, 10, 60, 11], [66, 13, 67, 14], [14, 42, 15, 41], [16, 46, 17, 45], [17, 50, 18, 51], [15, 71, 16, 70], [28, 21, 29, 22], [43, 19, 44, 18], [67, 21, 68, 20], [23, 39, 24, 38], [24, 64, 25, 63], [34, 28, 35, 27], [55, 27, 56, 26], [30, 40, 31, 39], [31, 65, 32, 64], [54, 34, 55, 33], [60, 36, 61, 35], [37, 59, 38, 58], [40, 66, 41, 65], [51, 44, 52, 45], [46, 49, 47, 50], [72, 48, 1, 47], [48, 72, 49, 71], [68, 54, 69, 53], [57, 62, 58, 63]]","[[-2, 1], [-1, -3], [0, 6], [1, -8], [2, 6], [3, 2], [4, -15], [5, 31], [6, -46], [7, 58], [8, -60], [9, 54], [10, -41], [11, 25], [12, -12], [13, 3], [14, 2], [15, -3], [16, 2], [17, -1]]",19,"[[-6, 2], [-5, -17], [-4, 44], [-3, -35], [-2, -39], [-1, 131], [0, -171], [1, 131], [2, -39], [3, -35], [4, 44], [5, -17], [6, 2]]",12,6,315,"[1, -3, 6, -8, 6, 2, -15, 31, -46, 58, -60, 54, -41, 25, -12, 3, 2, -3, 2, -1]",-2,17
"[1.30004, 1.49403, -1.95508, -1.13781, -1.37016, -0.446464, 0.594442, 0.382884, 0.529654, 0.820139, -1.22161, -0.497395, 0.533554, -0.139228, -0.713385, -2.82353, -0.720953, 0.270856, -1.12772, -0.48121, -0.35346, 1.06553, -0.159637]","[[14, 3, 15, 4], [32, 2, 33, 1], [41, 3, 42, 2], [4, 15, 5, 16], [7, 21, 8, 20], [8, 26, 9, 25], [6, 38, 7, 37], [5, 47, 6, 46], [23, 11, 24, 10], [34, 12, 35, 11], [43, 13, 44, 12], [50, 10, 51, 9], [56, 13, 57, 14], [17, 45, 18, 44], [16, 55, 17, 56], [35, 18, 36, 19], [22, 28, 23, 27], [21, 48, 22, 49], [19, 53, 20, 52], [26, 49, 27, 50], [24, 52, 25, 51], [31, 29, 32, 28], [40, 30, 41, 29], [30, 40, 31, 39], [58, 34, 1, 33], [38, 47, 39, 48], [36, 54, 37, 53], [57, 43, 58, 42], [45, 55, 46, 54]]","[[3, 2], [4, -4], [5, 8], [6, -10], [7, 12], [8, -12], [9, 10], [10, -8], [11, 4], [12, -1]]",9,"[[-4, -1], [-3, 6], [-2, -11], [-1, 12], [0, -11], [1, 12], [2, -11], [3, 6], [4, -1]]",8,6,71,"[2, -4, 8, -10, 12, -12, 10, -8, 4, -1]",3,12
"[0.514446, 0.394484, -0.817053, -0.256239, 0.101885, 0.160406, -0.588006, -0.566553, 0.159323, 0.791832, 1.6279, 2.03224, 1.95625, 0.806884, 0.26931, 1.26513, -0.518065, 1.21559, 0.0655872, -0.33122, -0.268893, 0.168361, -0.484648, -1.27018, 1.65085]","[[16, 2, 17, 1], [2, 21, 3, 22], [11, 5, 12, 4], [22, 3, 23, 4], [5, 11, 6, 10], [7, 15, 8, 14], [6, 20, 7, 19], [13, 9, 14, 8], [18, 10, 19, 9], [17, 12, 18, 13], [24, 16, 1, 15], [20, 23, 21, 24]]","[[-2, -1], [-1, 3], [0, -5], [1, 7], [2, -7], [3, 8], [4, -6], [5, 4], [6, -2]]",8,"[[-3, 1], [-2, -4], [-1, 10], [0, -13], [1, 10], [2, -4], [3, 1]]",6,2,43,"[-1, 3, -5, 7, -7, 8, -6, 4, -2]",-2,6
"[2.74857, -1.04239, -0.632175, 0.729015, 0.687372, 1.21571, 0.267664, 0.722969, 0.277026, -0.202113, -0.869748, -0.853939, -0.442508, 0.706817, 1.84549, 0.308341, 0.126825, 1.02925, 0.577139, -0.433953, 0.49042, -0.301346, 0.142097]","[[4, 10, 5, 9], [3, 40, 4, 41], [1, 53, 2, 52], [2, 76, 3, 75], [21, 6, 22, 7], [36, 5, 37, 6], [8, 19, 9, 20], [7, 34, 8, 35], [10, 55, 11, 56], [38, 11, 39, 12], [46, 13, 47, 14], [63, 13, 64, 12], [14, 26, 15, 25], [17, 32, 18, 33], [18, 41, 19, 42], [16, 60, 17, 59], [15, 67, 16, 66], [35, 20, 36, 21], [45, 24, 46, 25], [57, 23, 58, 22], [64, 24, 65, 23], [27, 48, 28, 49], [26, 71, 27, 72], [62, 29, 63, 30], [69, 28, 70, 29], [33, 42, 34, 43], [30, 52, 31, 51], [31, 75, 32, 74], [56, 38, 57, 37], [39, 55, 40, 54], [43, 58, 44, 59], [44, 65, 45, 66], [70, 48, 71, 47], [50, 62, 51, 61], [49, 69, 50, 68], [53, 1, 54, 76], [60, 73, 61, 74], [67, 72, 68, 73]]","[[-12, -1], [-11, 2], [-10, -3], [-9, 6], [-8, -16], [-7, 36], [-6, -59], [-5, 75], [-4, -75], [-3, 59], [-2, -31], [-1, -2], [0, 31], [1, -48], [2, 49], [3, -35], [4, 18], [5, -5]]",17,"[[-6, -1], [-5, 3], [-4, 8], [-3, -28], [-2, 5], [-1, 69], [0, -111], [1, 69], [2, 5], [3, -28], [4, 8], [5, 3], [6, -1]]",12,-2,175,"[-1, 2, -3, 6, -16, 36, -59, 75, -75, 59, -31, -2, 31, -48, 49, -35, 18, -5]",-12,5
"[-1.3329, 0.473156, 1.12075, 0.381904, 2.86053, 0.281043, -2.32839, 0.81093, 0.734849, -0.685161, 0.154631, -0.173649, -0.149519, -2.84371, -0.0361132, -0.750056, 0.165098, -0.535027, 1.95962, -0.291264, -0.721528, -1.48695, 2.0231, 0.566592, -0.51196]","[[15, 5, 16, 4], [25, 7, 26, 6], [41, 3, 42, 2], [50, 7, 51, 8], [58, 4, 59, 3], [74, 2, 75, 1], [78, 5, 79, 6], [85, 8, 86, 9], [10, 22, 11, 21], [9, 35, 10, 34], [13, 38, 14, 39], [12, 55, 13, 56], [11, 82, 12, 83], [26, 18, 27, 17], [49, 18, 50, 19], [77, 16, 78, 17], [89, 15, 90, 14], [19, 33, 20, 32], [22, 53, 23, 54], [20, 84, 21, 83], [36, 24, 37, 23], [60, 27, 61, 28], [69, 28, 70, 29], [87, 25, 88, 24], [29, 45, 30, 44], [30, 67, 31, 68], [31, 72, 32, 73], [33, 85, 34, 84], [52, 36, 53, 35], [80, 38, 81, 37], [39, 57, 40, 56], [68, 43, 69, 44], [75, 42, 76, 43], [91, 41, 92, 40], [45, 65, 46, 64], [61, 49, 62, 48], [65, 47, 66, 46], [70, 48, 71, 47], [86, 51, 87, 52], [54, 81, 55, 82], [66, 63, 67, 64], [71, 62, 72, 63], [76, 59, 77, 60], [90, 58, 91, 57], [92, 74, 1, 73], [88, 79, 89, 80]]","[[-4, 1], [-3, -4], [-2, 8], [-1, -4], [0, -17], [1, 56], [2, -96], [3, 119], [4, -114], [5, 82], [6, -32], [7, -23], [8, 67], [9, -87], [10, 78], [11, -50], [12, 22], [13, -5]]",17,"[[-5, -4], [-4, 15], [-3, -16], [-2, -15], [-1, 62], [0, -83], [1, 62], [2, -15], [3, -16], [4, 15], [5, -4]]",10,2,167,"[1, -4, 8, -4, -17, 56, -96, 119, -114, 82, -32, -23, 67, -87, 78, -50, 22, -5]",-4,13
"[-0.839281, -0.278343, -0.0953337, 0.853613, 0.229801, -1.07884, -1.65469, -1.24068, 0.219287, 0.275762, 0.893412, 0.199922, 0.728812, 0.633521, 1.18618, -1.2599, 0.212021, -0.723274, 1.57525, 0.945707, -0.637158]","[[22, 1, 23, 2], [7, 15, 8, 14], [2, 23, 3, 24], [4, 34, 5, 33], [5, 38, 6, 39], [6, 46, 7, 45], [3, 54, 4, 55], [49, 8, 50, 9], [9, 16, 10, 17], [11, 19, 12, 18], [10, 47, 11, 48], [29, 12, 30, 13], [13, 28, 14, 29], [15, 51, 16, 50], [19, 37, 20, 36], [17, 48, 18, 49], [35, 21, 36, 20], [56, 21, 1, 22], [25, 33, 26, 32], [26, 39, 27, 40], [27, 45, 28, 44], [24, 55, 25, 56], [41, 30, 42, 31], [31, 42, 32, 43], [34, 54, 35, 53], [40, 44, 41, 43], [37, 52, 38, 53], [46, 52, 47, 51]]","[[-9, 1], [-8, -3], [-7, 7], [-6, -14], [-5, 20], [-4, -25], [-3, 28], [-2, -25], [-1, 21], [0, -15], [1, 8], [2, -3], [3, 1]]",12,"[[-3, 2], [-2, -15], [-1, 41], [0, -55], [1, 41], [2, -15], [3, 2]]",6,-2,171,"[1, -3, 7, -14, 20, -25, 28, -25, 21, -15, 8, -3, 1]",-9,3
"[-1.05521, -0.192561, -0.0720034, 0.0668785, 1.02384, -1.81862, -1.16755, -1.24262, 0.417957, -1.0962, 0.707292, 0.944069, 0.377817, -0.508239, -1.36041, 1.3766, 0.571166, 0.0796593, 1.85193, -1.37767, -1.17823, 1.91311, -0.743283, 0.015096, -1.18492]","[[7, 3, 8, 2], [30, 1, 31, 2], [58, 3, 59, 4], [4, 43, 5, 44], [5, 60, 6, 61], [18, 10, 19, 9], [21, 12, 22, 13], [29, 9, 30, 8], [36, 12, 37, 11], [41, 6, 42, 7], [49, 10, 50, 11], [13, 35, 14, 34], [15, 63, 16, 62], [14, 67, 15, 68], [27, 17, 28, 16], [37, 21, 38, 20], [48, 19, 49, 20], [56, 18, 57, 17], [22, 36, 23, 35], [24, 54, 25, 53], [23, 66, 24, 67], [40, 32, 41, 31], [52, 26, 53, 25], [57, 29, 58, 28], [63, 26, 64, 27], [32, 46, 33, 45], [68, 33, 69, 34], [69, 39, 70, 38], [39, 46, 40, 47], [59, 42, 60, 43], [44, 61, 45, 62], [55, 50, 56, 51], [64, 52, 65, 51], [70, 47, 1, 48], [65, 54, 66, 55]]","[[-9, -1], [-8, 5], [-7, -14], [-6, 27], [-5, -40], [-4, 45], [-3, -37], [-2, 15], [-1, 17], [0, -47], [1, 69], [2, -75], [3, 67], [4, -47], [5, 24], [6, -7], [7, -2], [8, 3], [9, -1]]",18,"[[-4, -2], [-3, 14], [-2, -29], [-1, 27], [0, -19], [1, 27], [2, -29], [3, 14], [4, -2]]",8,-2,163,"[-1, 5, -14, 27, -40, 45, -37, 15, 17, -47, 69, -75, 67, -47, 24, -7, -2, 3, -1]",-9,9
"[0.307912, -0.296975, -0.321477, -0.0757671, -0.697788, 1.12301, -0.858589, 1.07102, -0.210853, 2.32375, -1.07656, -1.14447, -0.272737, 1.3984, -0.321411, 1.70842, 0.669914, 1.15047, -1.0081, -0.0123063, 0.573087, -0.662443, -0.603811, 0.247247, 1.12777, -1.6416, 0.166636]","[[11, 4, 12, 5], [23, 3, 24, 2], [34, 2, 35, 1], [45, 7, 46, 6], [60, 6, 61, 5], [76, 4, 77, 3], [7, 105, 8, 104], [16, 14, 17, 13], [47, 8, 48, 9], [62, 9, 63, 10], [95, 13, 96, 12], [101, 11, 102, 10], [14, 74, 15, 73], [43, 19, 44, 18], [58, 18, 59, 17], [74, 16, 75, 15], [19, 43, 20, 42], [21, 57, 22, 56], [20, 72, 21, 71], [35, 24, 36, 25], [50, 28, 51, 27], [65, 27, 66, 26], [78, 26, 79, 25], [87, 29, 88, 28], [93, 22, 94, 23], [32, 56, 33, 55], [31, 71, 32, 70], [29, 85, 30, 84], [30, 107, 31, 108], [49, 39, 50, 38], [64, 38, 65, 37], [77, 37, 78, 36], [86, 40, 87, 39], [92, 33, 93, 34], [40, 86, 41, 85], [41, 106, 42, 107], [67, 52, 68, 53], [80, 53, 81, 54], [97, 44, 98, 45], [99, 49, 100, 48], [103, 46, 104, 47], [110, 52, 111, 51], [57, 72, 58, 73], [54, 91, 55, 92], [96, 59, 97, 60], [100, 64, 101, 63], [102, 61, 103, 62], [111, 67, 112, 66], [68, 82, 69, 81], [69, 90, 70, 91], [94, 75, 95, 76], [112, 80, 1, 79], [82, 89, 83, 90], [83, 109, 84, 108], [109, 89, 110, 88], [98, 106, 99, 105]]","[[4, 1], [5, 1], [6, -1], [7, -3], [8, 11], [9, -12], [10, -1], [11, 22], [12, -41], [13, 50], [14, -48], [15, 39], [16, -22], [17, -1], [18, 20], [19, -27], [20, 20], [21, -10], [22, 5], [23, -6], [24, 6], [25, -3], [26, 1]]",22,"[[-7, -1], [-6, -2], [-5, 8], [-4, -4], [-3, 3], [-2, -13], [-1, 15], [0, -11], [1, 15], [2, -13], [3, 3], [4, -4], [5, 8], [6, -2], [7, -1]]",14,6,99,"[1, 1, -1, -3, 11, -12, -1, 22, -41, 50, -48, 39, -22, -1, 20, -27, 20, -10, 5, -6, 6, -3, 1]",4,26
"[-0.738666, 0.662656, -0.0350312, 1.34377, 1.83397, 1.51557, -0.308983, -0.0947535, -0.692942, -1.35757, 2.24837, 1.61783, -0.0351906, 0.170448, 0.0298853, 2.25505, 0.75462, -0.728872, -0.87986, 0.243683, 0.295254, 0.897811, -0.490469, -0.0252882, -2.09143, 0.248109, -0.10114, -0.187458, -1.37003]","[[22, 5, 23, 6], [38, 3, 39, 4], [46, 2, 47, 1], [53, 4, 54, 5], [81, 7, 82, 6], [87, 2, 88, 3], [8, 27, 9, 28], [7, 58, 8, 59], [9, 79, 10, 78], [11, 16, 12, 17], [10, 72, 11, 71], [12, 75, 13, 76], [44, 14, 45, 13], [73, 14, 74, 15], [19, 29, 20, 28], [15, 43, 16, 42], [20, 60, 21, 59], [18, 69, 19, 70], [17, 76, 18, 77], [21, 83, 22, 82], [92, 23, 93, 24], [25, 56, 26, 57], [30, 62, 31, 61], [29, 69, 30, 68], [26, 79, 27, 80], [24, 91, 25, 92], [34, 32, 35, 31], [49, 33, 50, 32], [33, 49, 34, 48], [51, 37, 52, 36], [64, 36, 65, 35], [86, 37, 87, 38], [94, 39, 95, 40], [89, 41, 90, 40], [41, 73, 42, 72], [43, 74, 44, 75], [62, 47, 63, 48], [96, 46, 1, 45], [63, 51, 64, 50], [85, 52, 86, 53], [93, 54, 94, 55], [55, 90, 56, 91], [60, 68, 61, 67], [57, 80, 58, 81], [84, 65, 85, 66], [70, 78, 71, 77], [66, 83, 67, 84], [95, 88, 96, 89]]","[[-13, 1], [-12, -7], [-11, 20], [-10, -40], [-9, 59], [-8, -65], [-7, 55], [-6, -30], [-5, -2], [-4, 31], [-3, -51], [-2, 56], [-1, -45], [0, 26], [1, -7], [2, -2], [3, 4], [4, -2]]",17,"[[-5, 1], [-4, -3], [-3, 6], [-2, -9], [-1, 10], [0, -9], [1, 10], [2, -9], [3, 6], [4, -3], [5, 1]]",10,-2,67,"[1, -7, 20, -40, 59, -65, 55, -30, -2, 31, -51, 56, -45, 26, -7, -2, 4, -2]",-13,4
"[0.63183, 0.136515, 0.371597, 1.29461, -0.573745, 1.23709, -0.377737, 1.08847, -1.17557, -0.35393, 0.325175, 1.7898, -0.393298, 1.35908, -1.27665, 0.50487, 0.515074, 0.334664, 0.706317, 0.132895, -0.0361251, 0.321239, -1.39806, -1.81476, -0.376807, -0.34275, -0.344496, 0.0597604, 0.611176]","[[1, 33, 2, 32], [2, 61, 3, 62], [51, 4, 52, 5], [58, 5, 59, 6], [62, 3, 63, 4], [53, 7, 54, 6], [64, 8, 65, 7], [9, 34, 10, 35], [10, 56, 11, 55], [8, 66, 9, 65], [20, 13, 21, 14], [25, 12, 26, 13], [56, 12, 57, 11], [15, 28, 16, 29], [14, 42, 15, 41], [29, 16, 30, 17], [38, 20, 39, 19], [45, 19, 46, 18], [48, 17, 49, 18], [21, 26, 22, 27], [31, 22, 32, 23], [37, 25, 38, 24], [50, 23, 51, 24], [27, 43, 28, 42], [43, 31, 44, 30], [33, 1, 34, 66], [46, 39, 47, 40], [54, 35, 55, 36], [57, 37, 58, 36], [40, 47, 41, 48], [49, 44, 50, 45], [59, 52, 60, 53], [63, 61, 64, 60]]","[[-9, 1], [-8, -3], [-7, 6], [-6, -11], [-5, 15], [-4, -18], [-3, 18], [-2, -13], [-1, 8], [0, -1], [1, -4], [2, 7], [3, -7], [4, 5], [5, -3], [6, 1]]",15,"[[-3, 1], [-2, -6], [-1, 16], [0, -21], [1, 16], [2, -6], [3, 1]]",6,-2,67,"[1, -3, 6, -11, 15, -18, 18, -13, 8, -1, -4, 7, -7, 5, -3, 1]",-9,6
"[-0.70402, -0.181796, 0.757994, 0.401969, -0.560114, -1.42216, -0.156987, 0.57314, 0.706247, 1.74315, 0.873972, -0.793149, 1.07528, 1.39943, -0.796199, 1.52297, 1.03486, 0.96791, -0.725018, 0.0798612, -0.460033, 0.202826, 0.452729, 1.13958, -0.632259]","[[21, 3, 22, 2], [28, 1, 29, 2], [36, 3, 37, 4], [42, 5, 43, 6], [57, 4, 58, 5], [6, 41, 7, 42], [7, 46, 8, 47], [9, 49, 10, 48], [8, 66, 9, 65], [11, 19, 12, 18], [13, 30, 14, 31], [12, 51, 13, 52], [10, 63, 11, 64], [23, 17, 24, 16], [27, 14, 28, 15], [34, 17, 35, 18], [54, 15, 55, 16], [19, 50, 20, 51], [33, 24, 34, 25], [55, 22, 56, 23], [69, 21, 70, 20], [25, 52, 26, 53], [31, 27, 32, 26], [70, 29, 1, 30], [53, 32, 54, 33], [56, 36, 57, 35], [68, 37, 69, 38], [39, 45, 40, 44], [40, 60, 41, 59], [38, 67, 39, 68], [58, 44, 59, 43], [45, 61, 46, 60], [64, 47, 65, 48], [49, 62, 50, 63], [61, 67, 62, 66]]","[[-15, -1], [-14, 3], [-13, -6], [-12, 7], [-11, -6], [-10, 2], [-9, 3], [-8, -6], [-7, 8], [-6, -5], [-4, 6], [-3, -11], [-2, 13], [-1, -11], [0, 8], [1, -4], [2, 1]]",17,"[[-5, -1], [-4, 4], [-3, -7], [-2, 10], [-1, -6], [0, 1], [1, -6], [2, 10], [3, -7], [4, 4], [5, -1]]",10,-4,57,"[-1, 3, -6, 7, -6, 2, 3, -6, 8, -5, 6, -11, 13, -11, 8, -4, 1]",-15,2
"[-0.439931, 1.2054, 0.579258, 0.537445, -1.71166, -2.31608, -1.73947, 0.541369, -0.0776349, 1.08545, 1.41631, 0.745935, -0.052985, 0.326476, 0.594257, 1.16111, 0.53277, -1.16814, 0.378582, -1.60783, 1.04888, -1.9604, -0.821539, -0.621688, 1.235]","[[34, 2, 35, 1], [3, 11, 4, 10], [2, 39, 3, 40], [20, 6, 21, 5], [25, 7, 26, 6], [49, 5, 50, 4], [8, 22, 9, 21], [7, 27, 8, 26], [11, 33, 12, 32], [12, 47, 13, 48], [9, 51, 10, 50], [18, 14, 19, 13], [36, 15, 37, 16], [45, 14, 46, 15], [16, 37, 17, 38], [17, 46, 18, 47], [30, 20, 31, 19], [23, 28, 24, 29], [22, 42, 23, 41], [43, 25, 44, 24], [27, 43, 28, 42], [44, 30, 45, 29], [33, 39, 34, 38], [31, 49, 32, 48], [52, 36, 1, 35], [40, 51, 41, 52]]","[[-1, 1], [0, -5], [1, 16], [2, -31], [3, 40], [4, -29], [5, -3], [6, 52], [7, -102], [8, 140], [9, -158], [10, 149], [11, -117], [12, 73], [13, -34], [14, 10], [15, -1]]",16,"[[-6, -3], [-5, 15], [-4, -30], [-3, 11], [-2, 80], [-1, -205], [0, 265], [1, -205], [2, 80], [3, 11], [4, -30], [5, 15], [6, -3]]",12,4,717,"[1, -5, 16, -31, 40, -29, -3, 52, -102, 140, -158, 149, -117, 73, -34, 10, -1]",-1,15
"[-0.1095, 0.601083, 0.480512, -0.84313, 0.0104873, -0.902766, 1.05307, 1.02691, 0.242803, -0.910226, 0.983095, 1.20317, -0.400156, -0.124351, 0.676783, -0.978201, 0.507155, 1.54158, -0.227333, 0.934319, 0.616366]","[[8, 1, 9, 2], [23, 3, 24, 2], [6, 15, 7, 16], [4, 18, 5, 17], [3, 25, 4, 24], [5, 48, 6, 49], [26, 9, 27, 10], [34, 11, 35, 12], [41, 10, 42, 11], [45, 13, 46, 12], [50, 7, 1, 8], [13, 30, 14, 31], [14, 37, 15, 38], [49, 16, 50, 17], [19, 33, 20, 32], [18, 40, 19, 39], [25, 23, 26, 22], [33, 21, 34, 20], [40, 22, 41, 21], [35, 28, 36, 29], [42, 27, 43, 28], [29, 44, 30, 45], [31, 47, 32, 46], [36, 43, 37, 44], [38, 48, 39, 47]]","[[-9, 2], [-8, -7], [-7, 14], [-6, -22], [-5, 25], [-4, -24], [-3, 20], [-2, -11], [-1, 3], [0, 5], [1, -8], [2, 7], [3, -4], [4, 1]]",13,"[[-5, -1], [-4, 4], [-3, -4], [-2, -8], [-1, 31], [0, -43], [1, 31], [2, -8], [3, -4], [4, 4], [5, -1]]",10,-2,103,"[2, -7, 14, -22, 25, -24, 20, -11, 3, 5, -8, 7, -4, 1]",-9,4
"[-0.0487409, -1.09769, 1.25248, -0.319303, 0.86728, 1.29653, -0.108253, 0.801628, 2.00636, -0.939436, -0.372771, -0.649644, 2.00873, 0.0914585, 0.27452, -0.628786, 0.16997, -1.58496, 0.835952, 1.59436, 3.29762, 0.510448, 0.865993, 0.930125, 1.37001]","[[17, 5, 18, 4], [41, 2, 42, 3], [72, 1, 73, 2], [84, 3, 85, 4], [8, 22, 9, 21], [6, 37, 7, 38], [5, 50, 6, 51], [7, 55, 8, 54], [70, 10, 71, 9], [81, 11, 82, 10], [12, 23, 13, 24], [14, 36, 15, 35], [15, 49, 16, 48], [13, 56, 14, 57], [11, 81, 12, 80], [65, 16, 66, 17], [18, 51, 19, 52], [38, 20, 39, 19], [53, 20, 54, 21], [25, 35, 26, 34], [26, 48, 27, 47], [24, 57, 25, 58], [22, 69, 23, 70], [27, 99, 28, 98], [44, 30, 45, 29], [61, 28, 62, 29], [74, 32, 75, 31], [93, 31, 94, 30], [33, 58, 34, 59], [36, 68, 37, 67], [32, 80, 33, 79], [52, 39, 53, 40], [83, 41, 84, 40], [91, 42, 92, 43], [102, 43, 103, 44], [46, 59, 47, 60], [49, 67, 50, 66], [45, 96, 46, 97], [55, 68, 56, 69], [60, 98, 61, 97], [85, 64, 86, 65], [90, 64, 91, 63], [101, 63, 102, 62], [82, 72, 83, 71], [104, 73, 1, 74], [75, 79, 76, 78], [76, 96, 77, 95], [94, 78, 95, 77], [89, 86, 90, 87], [100, 87, 101, 88], [88, 99, 89, 100], [103, 92, 104, 93]]","[[-13, 1], [-12, -6], [-11, 14], [-10, -13], [-9, -17], [-8, 85], [-7, -164], [-6, 201], [-5, -156], [-4, 25], [-3, 155], [-2, -330], [-1, 452], [0, -483], [1, 417], [2, -278], [3, 125], [4, -15], [5, -31], [6, 31], [7, -18], [8, 9], [9, -5], [10, 3], [11, -1]]",24,"[[-7, -2], [-6, 10], [-5, -12], [-4, -35], [-3, 147], [-2, -244], [-1, 253], [0, -233], [1, 253], [2, -244], [3, 147], [4, -35], [5, -12], [6, 10], [7, -2]]",14,2,1543,"[1, -6, 14, -13, -17, 85, -164, 201, -156, 25, 155, -330, 452, -483, 417, -278, 125, -15, -31, 31, -18, 9, -5, 3, -1]",-13,11
"[-0.0663899, -0.076353, -2.08368, -1.18224, 0.307279, 1.49777, 0.569895, -0.386045, -0.443225, -0.128687, -1.85262, 2.178, -0.357877, -0.15752, -0.0412219, -0.791904, 1.42828, 0.754546, -0.449138, 0.0706821, -0.331488, -0.302666, 0.198801, 0.343895, -1.98187, -0.792032, 0.287713, 0.510643, 0.969718, -0.233336, -0.87935]","[[25, 3, 26, 2], [64, 2, 65, 1], [3, 25, 4, 24], [6, 31, 7, 32], [4, 44, 5, 43], [5, 52, 6, 53], [14, 10, 15, 9], [60, 7, 61, 8], [73, 8, 74, 9], [77, 11, 78, 10], [11, 47, 12, 46], [13, 48, 14, 49], [12, 76, 13, 75], [38, 17, 39, 18], [57, 17, 58, 16], [78, 16, 79, 15], [81, 18, 82, 19], [20, 34, 21, 33], [19, 36, 20, 37], [22, 41, 23, 42], [21, 55, 22, 54], [23, 68, 24, 69], [65, 26, 66, 27], [88, 28, 1, 27], [28, 46, 29, 45], [29, 50, 30, 51], [30, 61, 31, 62], [32, 72, 33, 71], [34, 83, 35, 84], [82, 35, 83, 36], [56, 39, 57, 40], [80, 38, 81, 37], [44, 64, 45, 63], [42, 69, 43, 70], [40, 86, 41, 85], [76, 47, 77, 48], [51, 62, 52, 63], [53, 71, 54, 70], [49, 74, 50, 75], [55, 84, 56, 85], [79, 58, 80, 59], [72, 60, 73, 59], [87, 67, 88, 66], [67, 87, 68, 86]]","[[-8, 1], [-7, -6], [-6, 16], [-5, -27], [-4, 29], [-3, -13], [-2, -22], [-1, 66], [0, -102], [1, 123], [2, -120], [3, 95], [4, -56], [5, 16], [6, 11], [7, -20], [8, 15], [9, -6], [10, 1]]",18,"[[-5, -2], [-4, 9], [-3, -7], [-2, -38], [-1, 123], [0, -169], [1, 123], [2, -38], [3, -7], [4, 9], [5, -2]]",10,-2,455,"[1, -6, 16, -27, 29, -13, -22, 66, -102, 123, -120, 95, -56, 16, 11, -20, 15, -6, 1]",-8,10
